assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
21953231,12626,Notamacropus irma,Least Concern,,2016,2014-05-16 00:00:00 UTC,3.1,English,"Listed as Least Concern as, although the range of the Western Brush Wallaby has declined in the past due to land clearance, in much of its remaining extensive habitat its numbers have increased following widespread fox control.","Western Brush Wallabies inhabit a wide range of habitats, including open forest and woodland, mallee, heathland, low open grasses, and scrubby thickets, but favour open, grassy areas and are absent in Karri <em>Eucalyptus diversicolor</em> forests where there is a dense understorey. They are primarily grazers but little is known of food preferences.","There are no current major threats to this species. Clearance for agriculture has fragmented the population and reduced its range. Foxes reduced Western Brush Wallaby numbers, and the species has increased in abundance in areas where foxes have been controlled (overall the species has increased in number over the past 10 years or so due to fox control).","There are no robust measures of abundance; however, the species is relatively common, particularly where fox control is in place. They were once very common, with large numbers of skins having been traded commercially before they were protected in 1951. Abundance was significantly reduced until widespread fox control was implemented in state forests and conservation estate; it seems likely that foxes preyed on juveniles.",Stable,The Western Brush Wallaby is endemic to south-western Australia with a distribution from north of Kalbarri to near Cape Arid.,,Terrestrial,"<p>There is no specific management for this species. However, large parts of its current range are subjected to prescribed burning, which seems to favour the species, and fox control.</p>",Australasian,,false,false,Global
21953329,40566,Notamacropus rufogriseus,Least Concern,,2016,2015-06-15 00:00:00 UTC,3.1,English,"Listed as Least Concern as the species has a relatively wide distribution, tolerates a broad range of habitats, has a large population (particularly on Tasmania), lacks major threats, and because it is unlikely to be declining at nearly the rate required to qualify for listing in a threatened category.","It is generally found in eucalypt forests with a shrub understorey and nearby open areas. It has also been recorded from tall coastal heathland communities (Johnson and Calaby 2008). This species can be found in crop or pastureland. It is mostly solitary, but may aggregate to feed, especially in winter (Johnson and Calaby 2008). Females give birth to a single young; the population on Tasmania breeds seasonally, while the mainland population breeds throughout the year (Johnson and Calaby 2008).","There appear to be no major threats to this species. However, on Tasmania it is sometimes killed under license where it is a pest of crops or pasture, and are commercially harvested for their meat.","This species is very common in Tasmania. On the mainland, they have declined in some parts of Victoria and southern New South Wales, but they have increased at some sites in south-east Queensland and are still common in northern New South Wales.",Stable,"This species is endemic to Australia where it ranges through the south-east of the country. It is present on Tasmania, King Island, and on the Furneaux Group.",,Terrestrial,This species is present in a number of protected areas.,Australasian,,false,false,Global
21953431,40565,Osphranter robustus,Least Concern,,2019,2015-06-15 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, large population, occurrence in a number of protected areas, lack of major threats, and because it is unlikely to be declining at nearly the rate required to qualify for listing in a threatened category.","The species is generally found in varied habitats, usually with steep escarpments, rocky hills, overhangs, and caves that provide shelter during periods of high temperature (Clancy and Croft 2008). It also shelter in dense shrub around streams. The species grazes on grasses and shrubs.",There appear to be no major threats to this species overall. The Barrow Island population has recently been found to suffer from anaemia and poor condition and this may be related to nutritional stress (S. D. Bradshaw pers. comm.).,"This species is widespread and relatively common in appropriate habitats. It is sparse in the wheatbelt of New South Wales, common in other areas of its range. In Queensland, it is common in some agricultural areas with removal of <em>M. giganteus</em>. It is subject to commercial take under nationally approved management plans. Total population size on Barrow Island is estimated at 1,800 individuals.",Stable,"This species ranges throughout much of Australia. The subspecies <em>Macropus robustus isabellinus</em> is known only from Barrow Island, off the Pilbara coast of Western Australia.","The species is harvested commercially under management plans operated by the governments of Queensland, New South Wales and South Australia, and approved by the Government of the Commonwealth of Australia. Wild populations are monitored under these management plans.",Terrestrial,Mainland populations are present in a number of protected areas.,Australasian,,false,false,Global
21953534,40567,Osphranter rufus,Least Concern,,2016,2015-06-15 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, presumed large population, occurrence in a number of protected areas, lack of major threats, and because it is unlikely to be declining at nearly the rate required to qualify for listing in a threatened category.","It is found in arid and semi arid habitats. Animals are dependant on green herbage, and populations subsequently decline during drought periods (Croft and Clancy 2008). It is capable of travelling long distances (over 200 km) in response to localized rainfall.",There appear to be no major threats to this species. There is regulated harvesting of this species for meat and hides.,"It is an abundant species (Croft and Clancy 2008) that is subject to commercial take under nationally approved management plans. Its abundance is limited by dingo predation, hence it is generally greater in abundance south of the dog fence or within dingo controlled zones. The species has benefited from pastoral infrastructure (i.e., artificial water sources).",Stable,"This species is endemic to Australia, where it is distributed throughout the arid regions of the country.",,Terrestrial,This species is present in many protected areas. Harvesting of the species is regulated.,Australasian,,false,false,Global
21953658,40562,Notamacropus dorsalis,Least Concern,,2016,2015-06-15 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, presumed large population, occurrence in a number of protected areas, and because it is unlikely to be declining at nearly the rate required to qualify for listing in a threatened category.","It is generally found in forested country with a dense shrub understorey (Johnson 2008); in the northern part of its range it occurs in dry vine thickets and adjacent grasslands. It is gregarious and forms groups of about 20 animals (Johnson 2008). The gestation period of the species is 33 to 36 days, with a pouch life of 192 to 225 days (Johnson 2008).","There are no major threats to this species. Although much of the original habitat of this species has been destroyed or modified for agricultural use (some of which may still be happening, though introduction of Queensland Management Act means no new land clearing claims), the species is still locally abundant and is considered to be an agricultural pest in these areas (Johnson 2008). There is still some illegal shooting.","This species is locally abundant, but patchily distributed.",Decreasing,"This species is endemic to eastern Australia, where it ranges from north-eastern Queensland to north-eastern New South Wales. There seems to have been a contraction in the species' distribution range in New South Wales.",,Terrestrial,It is present in many protected areas.,Australasian,,false,false,Global
21953729,40561,Osphranter antilopinus,Least Concern,,2016,2015-06-15 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, presumed large population, occurrence in a number of protected areas, and because it is unlikely to be declining at the rate required to qualify for listing in a threatened category. It is necessary, however, to closely monitor the populations of this species.","It is found in open monsoonal woodlands of <em>Eucalyptus</em>, with an understorey of perennial grasses (Ritchie 2008). It is also found in regenerating woodlands and open grassland. This species is gregarious and it may be observed in groups of up to 30 animals.",There are no known major threats to this species. It is probably threatened to some extent by increased pastoral activities and development on available land. Inappropriate fire regimes and traditional hunting are also possible threats.,"This species sparsely, and patchily distributed. There is concern that this species is undergoing a gradual, minor decline in numbers; localized declines have occurred (E. Ritchie pers. comm.).",Decreasing,"This species is endemic to Australia, where it is distributed in the northern monsoonal tropical woodlands (Ritchie 2008). It typically occurs below 500 m asl.",,Terrestrial,"This species is present in a number of protected areas. A monitoring program for it is required. About 50 sites across Australia have been surveyed, recording distribution and abundance, habitat preferences, social organisation, diet, and the genetics between populations (E. Ritchie pers. comm.).",Australasian,,false,false,Global
21953803,41512,Notamacropus eugenii,Least Concern,,2016,2014-05-16 00:00:00 UTC,3.1,English,"Listed as Least Concern because Tammar are abundant on Kangaroo Island and on four islands in Western Australia. On mainland south-western Western Australia they are locally abundant where fox control is in place. On mainland South Australia, they were locally extinct in the wild, but have been reintroduced to Innes National Park from a feral population in New Zealand.","Tammar use dense vegetation for shelter and open grassy areas, including improved pastures around remnant vegetation, for feeding. Each individual has a defined home range, which overlaps with those of other animals (Hinds 2008). They are herbivorous, mostly eating grasses, but also grazing on shrubs. On the mainland, occasional hot fires are needed to regenerate thickets used for shelter (Christensen 1980).",Threats are: predation by Red Foxes (severe to catastrophic); inappropriate fire regimes (severe); predation by feral Cats (minor-moderate); road mortality (minor (Garden Island)).,"Historically it was locally very abundant, but it is now much rarer.   <p>There is no robust estimate of total population size. The Tammar is abundant on Kangaroo Island, where it is considered an agricultural pest by some (Robinson <em>et al</em>. 1996). It is locally abundant in the south-west of Western Australia where fox control is in place. It is abundant on five Western Australian islands; subpopulations on the three in the Houtman Abrolhos have been shown to have low genetic diversity, high levels of effective inbreeding and increased frequency of morphological abnormalities (Miller <em>et al</em>. 2007).</p>",Stable,"<p>The Tammar was once widespread in the south-west of Western Australia from near Kalbarri National Park, inland though the wheatbelt and southwards to near Cape Arid, east of Esperance. It now occurs on East (3 km<sup>2</sup>) and West Wallabi (5.9 km<sup>2</sup>) Islands (Houtman Abrolhos), Garden Island, (19.5 km<sup>2</sup>), Middle (10.4 km<sup>2</sup>) and North Twin Peaks (2.7 km<sup>2</sup>) Islands (Archipelago of the Recherche), and was illegally introduced to North Island (Houtman Abrolhos) in the 1950s (unsuccessfully) and again in 1987 (Abbott and Burbidge 1995). It has a restricted range on the mainland (including Dryandra, Boyagin, Tutanning and Perup Nature Reserves, Fitzgerald River National Park and several small, remnant wheatbelt subpopulations). It has been reintroduced (assisted colonisation) to Kalbarri National Park, Julimar Forest near Bindoon, Avon Valley National Park, the Darling Range near Dwellingup, Batalling State Forest, and to Paruna and Karakamia Sanctuaries.</p>    <p>In South Australia, it is abundant on Kangaroo Island from where it was introduced to Boston (1971, 9.7&#160;km<sup>2</sup>), Granite (1970s, removed 1991, 0.32&#160;km<sup>2</sup>), Wardang (unknown date, 20 km<sup>2</sup>, source uncertain, still present), Greenly Islands (c. 1905, 1.4&#160;km<sup>2</sup>) and Althorpe Island (unknown date, 1.6 km<sup>2</sup>, locally extinct) (Abbott and Burbidge 1995, Robinson <em>et al</em>. 1996, DEH 2009). On the South Australian mainland the Tammar occurred on Yorke Peninsula, Eyre Peninsula, in the Mid North and Adelaide Plains, and the Fleurieu Peninsula east to the Murray River (DEH 2004). It also formerly occurred on Saint Peter, Saint Francis (skeletal remains only), Flinders and Thistle Islands (Robinson <em>et al</em>. 1996). It became extinct on Flinders Island between 1968 and 1974, apparently due to a combination of land clearance and predation by Feral Cats, possibly exacerbated by grazing by Sheep, having been rare for some time before extinction and on Thistle Island due to trapping (Robinson <em>et al.</em> 1996). On the mainland, it became extinct by the 1930s, with extinction presumed to have been due to predation by the introduced Red Fox <em>Vulpes vulpes</em>, hunting and land clearance. Tammar taken to New Zealand by Sir George Grey, were from mainland South Australia (Taylor and Cooper 1990), and were released on Kawau Island, which Grey purchased on his return to New Zealand for his second term as Governor. Tammar from this island were successful reintroduced in 2004-05 to Innes National Park (92 km<sup>2</sup>), the largest area of native vegetation remaining on Yorke Peninsula (Kemp 2010).</p>",,Terrestrial,"This species is known from a number of protected areas. Continued reintroduction programs and fox control programs are important to the conservation of this species. Also important to the species is maintaining an appropriate fire regime within its habitat.<br/>  <p>Extensive fox control via baiting in conservation lands in south-western Australia is carried out by the Western Australian Department of Parks and Wildlife. Several reintroductions have been carried out. The Archipelago of the Recherche is a Class A Nature Reserve. The Houtman Abrolhos is a multi-purpose reserve managed by the Western Australian Department of Fisheries. The Department of Defence manages Garden Island. Paruna and Karakamia Sanctuaries are managed by the Australian Wildlife Conservancy and includes exclusion fencing and extensive fox control via baiting.</p>    <p>The Tammar is&#160; present in most of Kangaroo Island’s National Parks and Reserves. Destruction permits may be issued to landholders on Kangaroo Island where the species can impact on agriculture. The South Australian Department of Environment, Water and Natural Resources manages Innes National Park and its reintroduced Tammar subpopulation. The whole park is fox-baited monthly. </p>",Australasian,,false,false,Global
21953894,40564,Notamacropus parryi,Least Concern,,2016,2015-06-15 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, presumed large population, occurrence in a number of protected areas, lack of major threats, and because the population of this species is thought to be stable.",It is found in undulating country with open forest and a grass understorey (Johnson 2008); sometimes found in agricultural landscapes. It is gregarious and lives in groups of up to 50 animals (Johnson 2008).,"There appear to be no major threats to this species, although land clearing has probably resulted in the loss of suitable habitat and certainly has been responsible for range contraction at the southern end of its range. This species is commercially harvested in Queensland.","This species is common, but patchily distributed. It is not thought to be declining.",Stable,"This species is endemic to Australia, where it ranges from Cooktown, north-eastern Queensland to northern New South Wales (Johnson 2008). It ranges in elevation from sea level to 1,400 m asl.","This species is said to be commercially harvested in Queensland, but there is no further information about its use or trade.",Terrestrial,It is present in many protected areas.,Australasian,,false,false,Global
21953972,40563,Macropus fuliginosus,Least Concern,,2016,2015-06-15 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, presumed large population, occurrence in a number of protected areas, and because it is not in decline.","This species is found in various types of open woodland, scrubland, and grassland areas. It occurs in pastureland.","There are no major threats to this species. The population has expanded markedly in recent decades. In addition to commercial take permits, animals may be shot under license to prevent damage to crops or pasture.","It is an abundant species that is subject to commercial take under nationally approved management plans. The population estimate for areas subject to commercial harvest (which does not cover the species' entire range) in 2005 was 5,251,000 animals (P. Mawson pers. comm.).",Increasing,"This species is endemic to southern Australia, where it is widespread from the Indian Ocean in the west to western Victoria and New South Wales (Coulson 2008). The subspecies <em>Macropus fuliginosus fuliginosus</em> is endemic to Kangaroo Island (South Australia). The range is expanding in mainland South Australia, and expanding eastward within New South Wales.",,Terrestrial,The species is present in many protected areas and is well protected by national legislation. This species has the longest running monitoring program of any Australian vertebrate.,Australasian,,false,false,Global
21954106,40560,Notamacropus agilis,Least Concern,,2016,2015-06-15 00:00:00 UTC,3.1,English,"Listed as Least Concern in view of its wide distribution, large population, occurrence in a number of protected areas, lack of major threats, and because it is unlikely to be declining at nearly the rate required to qualify for listing in a threatened category.","Within Indonesia and Papua New Guinea it occurs in lowland savanna grasslands. In Australia, it is generally found along rivers and streams in open woodland and grassland habitats, but can also occur in areas of coastal sand dunes and inland hilly regions (Merchant 2008). It shelters in dense vegetation. It is gregarious and generally lives in groups of up to ten animals, which may form larger aggregations with other groups (Merchant 2008). In Australia, breeding can take place throughout the year with a single young being born (Merchant 2008).","There are no major threats to this species. Within New Guinea, the species is locally threatened by overhunting for meat in the south-eastern part of its range. It is considered to be a pest species over some of its Australian range, where it is largely controlled by shooting and, in the past, directed poisoning campaigns (however, whereas people were actually hired in the past to shoot them in some regions, such as Western Australia, such actions no longer appear required as they are not so abundant). There is an illicit commercial trade in the species in parts of northern Australia.","In New Guinea, it is uncommon in the south-eastern portion of its range, but it is abundant in suitable habitat in the southern, largely uninhabited, part of its range. It is a common species in northern Australia and is widespread (Merchant 2008).",Decreasing,"This species occurs in the lowlands of southern and extreme south-eastern New Guinea (Indonesia and Papua New Guinea); on Goodenough (Vivigani Plains), Fergusson, and Kiriwina islands (Papua New Guinea); and throughout much of northern Australia (isolated populations occur on North and South Stradbroke Island, Peel, and Groote Islands). The species was introduced to Vanderlin Island. It may also be present on the islands of Normanby and New Ireland, Papua New Guinea (Flannery 1995).",,Terrestrial,"It is not known from any protected areas in Indonesia or Papua New Guinea, but it is known to be present in a number of protected areas in northern Australia.",Australasian,,false,false,Global
